contact_uuid,"NPS Question: Based on your experience on your current or most recent assignment, how likely would you be to
recommend [brand] to a friend or colleague?",Comment,Com_code v2,Labels,Class_Label
t6ef86bab50dd4a86b24d82843fb84753,10,I like adecco but they seriously need more jobs available for people like me Ready and willing to work,Lack of good/appropriate jobs,neg,0
t3854f9f489614724a4c88334a54f4921,10,No problems,Good customer service/experience,pos,1
t81498b4630954a218ab91f5dc06ba1af,10,Es una compañía en donde se escucha al empleado. Loraine Rodríguez y Mercedes Baerga son excelentes.,Helpful/caring staff,pos,1
tde27e613c5c3406ab5369be6565d5344,10,"Trann and Bobby Jo have been so helpful during my name change process after recently getting married. Also, for the day they handed out cookies for appreciation, I had to decline due to allergies. They still included me and made sure I got chocolates in place of the cookies!",Helpful/caring staff,pos,1
t613d188c1e0d4f7691d5efebc674a2cd,10,"I've had mostly positive experiences, and I have recommended many colleagues to the agency.",Good customer service/experience,pos,1
tb58619bd4acf4efc90c947763e2888a2,10,Cynthia is always friendly and helpful!,Helpful/caring staff,pos,1
t9106246bb9e341d7be9fe05755185eb1,10,Everyone that I worked with during my time at Adecco we’re very kind and helpful.,Helpful/caring staff,pos,1
t8ef47cfd61b84db9b5428164193a7d10,10,"I have always enjoyed working for Adecco, I have worked with Adecco for several years",Good customer service/experience,pos,1
ta2535bc2f14f4943986020f8a565357c,9,It is based on my personal experience working with Adecco.,Good customer service/experience,pos,1
tdcdbbee86ff14b509ad5a82880194ca1,9,"So far I am happy with the customer service from New Brunsful, TX location.   Not so happy with the receptionist in the San Antonio, TX location. She doesn’t represent the brand of excellence, she cuts you off and tries to finish your statement if though she is always in a hurry.  Which was why I chose another location although I live in Stone Oak (Relocation from Dallas, TX)",Rude staff,neg,0
tc58b92c5b39742acb40de87d98bd4ab6,10,Only good things to say about Geraldean at Adecco.,Helpful/caring staff,pos,1
t32af583c7bf44891b2a220dcd1296b87,10,Adecco is the best temp I’ve worked for.,Good customer service/experience,pos,1
t84a3dc227f2442528f19c9855a7e5b9d,10,I enjoyed Adeccos process,Good customer service/experience,pos,1
tdf1af83ed3e448338329eff8f126dc5c,10,I ended upbwith a very good job,Good jobs available,pos,1
tf23bae7cf33e44d18324fe76a37b06f7,10,Good humanitarian service,Good customer service/experience,pos,1
t3b64c81b61f44076a15f32b16df752e6,10,Good work,Good jobs available,pos,1
t72be9a924bd440708685281a533c3a11,10,Open and honest feedback to provide back to you,Good communication,pos,1
t2f8371b4f5e8427daf4fe505a893c4ed,10,Great Service from Rachel Hawkins. She goes above and beyond to assist people.,Helpful/caring staff,pos,1
t92ed2521cba246ce8f60abbb34046466,10,Adecco is a great place to work with. The only thing is they seem to be very busy to get to know their employees and transition needs some work.,Poor communication,neg,0
taf625a4c5b48467e9814ea4de0aa8103,10,"Good communication, leadership is solid",Good communication,pos,1
t09ada1dae22648a18a4f3852f2cbba8b,10,email,Good communication,pos,1
t165f63717cbf406e964e96560c821692,10,No comunication,Poor communication,neg,0
t8b0f3e680b4c48c39b311effc811d5a0,9,Adecco always had a job lined up even when I went threw surgery they were still available and had work with for immediately,Found me a job,pos,1
td225632b893748c996b150e60aa68995,10,Dana is the best,Helpful/caring staff,pos,1
tc9c0d4714a3d49d68ae5e5538d013108,9,Contact was a little slow but once they had an assignment for me the process was quick.,Found me a job,pos,1
tb444b6b3114e4b2aae741e10dd8588f2,10,Haven't heard back for reassignment,Lack of Responsiveness,neg,0
t1cf9345d2c2e421bbc287387c8db2cc2,10,Their great,Good customer service/experience,pos,1
te0cd55840fac4240933fdd28739bf4d9,10,I was happy with Adecco.,Good customer service/experience,pos,1
te10f9e2979194595b2b1b8128c8ba2aa,10,"The people in the Beachwood office is great, and try very hard on my behalf",Helpful/caring staff,pos,1
tea4476b5ce2044c0a7c9096cd68dc83d,10,"By far,  Adecco was the best temp agency to work for!",Good customer service/experience,pos,1
t8fba5d887e0b4c3a9e0bea4ed3e07549,10,They assigned me to a job that best fit my needs/hours.,Good match of skills and position,pos,1
t4e03a439f2bb4e23ac86290701188947,10,Adecco does great..companies..not so much..,Lack of good/appropriate jobs,neg,0
t651ac3f1ab8e42e691081d9a16067c0c,10,"Great employer to employee relationships.
Always had work details days before work assignment. Really set you up for success.",Good communication,pos,1
t9c5e4c0da58f408da593201a93738c67,10,I was able to have a summer job,Found me a job,pos,1
t5e4b33d6b80e430d9ff6bafc67cc5176,10,I was hired on-so no communication was really necessary on Adecco’s part.,Poor communication,neg,0
t5b819c57a1dc4f72aef2e5fb83aca08c,10,The way we conversatie,Good communication,pos,1
t8ec1b7a7f37b4f2b8197e2197fb76713,10,Adecco is a great staffing agency,Good customer service/experience,pos,1
t7fd039e4967841b9a509a5def53d078f,10,The company that I’m currently working for through Adecco hired me as its permanent employee.,Found me a job,pos,1
tc2635de1e99a48c682065bf93a22e434,10,Great experience with Adecco,Good customer service/experience,pos,1
t0c8a67c45c764aeeb308402b01bd5cc5,10,Great place to work,Good jobs available,pos,1
ta99c0cf84d86473a9b50a382a5989eee,10,Great work experience I like to work,Good jobs available,pos,1
tc207a5e6cd5f44e4a65957d2df3e0434,10,Poor phone communication,Poor communication,neg,0
t3d815c1904584c198a14085df5b7d6ae,10,Very happy,Good customer service/experience,pos,1
t6ae2f874a3754bf19678f877a7a9ffad,10,"From the hiring process to the job I was assigned, everything went quick and fast. A week after I started I got paid, witch was really helpful to me.",Found me a job,pos,1
t72a1cc2d3e1d40e58bd7ae3791b342dd,10,the great people you have working for you.,Helpful/caring staff,pos,1
t50eac64bec654321b555a27881280ee9,10,I have never had anything go wrong with adecco. They all work had to make sure you are well treated. Thank y'all very much.,Helpful/caring staff,pos,1
t45ac9746886d4d3d98c7a5ace9f61ac2,9,No contact with Adecco at all once the assignment started.,Poor communication,neg,0
t7d7ad75088804f96aa0e437e058e28d7,10,Adecco has not given me any problems. Everything is done perfectly.,Good customer service/experience,pos,1
t08cf9f0219dd4d3e974a590b5f142ba1,10,Love working with staff and. Enjoyed providing for my family,Found me a job,pos,1
t855de7eb721c4181977a48a3fba7c36c,10,Their very kind and sweet.very fast paced,Helpful/caring staff,pos,1
teb6a4ba61687408e9efc371214805ad8,10,Whenever something happened adecco took care of it immediately.,Good responsiveness ,pos,1
t8c4df3cc95ad40de86795d3a78cf795e,10,I like this temp agency,Good customer service/experience,pos,1
tf88b8486d6cc469aa286ceb6e2eb8364,10,"The rep was very efficient in acing me into a position that worked on my personal time need, I'm raising 3 grandchildren so finding a position that worked was tricky. The only issue I had was the company I was placed no longer had the need for my services due to slow production in the area that had the hours I needed to work.",Good match of skills and position,pos,1
t5906bf4e512d494eb0e8ed326dc22b16,10,GREAT STAFF,Professional staff,pos,1
t5f3e92494e664e4da427ac66035a4ec2,10,Hands on and always looked for ways to get better,Professional staff,pos,1
tde5e9a6e40df4567800cd0771b987a7f,10,Olsten staffing has been great to me. Thanks so much for matching me with a job I really enjoy.,Good jobs available,pos,1
tbde5696547bc4d2bb83c19da27cb5036,10,Adecco has been wonderful and very helpful,Helpful/caring staff,pos,1
tfcdfede01ce84751bcecb272d57e3742,10,Very great service from Robin,Professional staff,pos,1
t5cd5e41b35b947beb75c8f7e6ad59553,10,They treated welll any time,Helpful/caring staff,pos,1
t71cb1e9d343e43dc8d8331cff2cb549d,10,"I worked for XLC from June 2018 until the transition to Adecco in January 2019. The amount of change in regards to the way I have been treated is extraordinary. I can tell that Adecco truly cares about me and wants me to succeed. With my migraines Adecco offered me voluntary time off and allowed me to come in later and leave earlier to accommodate my heath issues. They have made me feel valued, appreciated and important which is extremely rare in the workplace today. I am extremely thankful for the transition from XLC to Adecco. I have actually recommended Adecco to a couple friends as well. Unfortunately they were looking for different job titles but I am very confident in Adecco to recommend!",Helpful/caring staff,pos,1
t35e4e44f280049b1b1e0b375388f1ab6,10,Adecco is a great company to work for. I throughly enjoyed it and the employees that work for adecco are nice and understanding people.,Helpful/caring staff,pos,1
t3665652bcee84104baaafd602cd60599,9,"Honestly, I am very happy with the job that I am currently working and also the way  Adecco is treating its employees, Hence, if God allows to me it is my intention to work with  Adecco for significant number of years.",Good jobs available,pos,1
ta868ab2426d0493bb1deac0d9d363829,10,They were great to work with,Good customer service/experience,pos,1
te1c61e88f7784a488334617a84503c1d,10,Employee favored work place,Good jobs available,pos,1
ta2fe7ce40e6147e6b442d0f5fa9d2010,10,"It was a good experience and I felt like I learned quite a lot about the assignment.  Hopefully, the mock trial provided insightful information to both sides.",Good communication,pos,1
t3497fa31fdcb4c45a3160c871d4fba48,10,My experience with Adecco has always been a great experience.  Eileen has been wonderful working with.,Good customer service/experience,pos,1
t5310ed3078d94aef9149bd90e520bff1,10,I love the company,Good jobs available,pos,1
t238c54d84017474697ed8ceff4312125,10,Very professional team members and company,Professional staff,pos,1
td54ea1dc42cf45cf93794e87a2eef1ff,10,I overall like adecco,Good customer service/experience,pos,1
t6e451a7c2b2f457fb714aef6e8a0c66d,10,I like so much,Good customer service/experience,pos,1
t14051b4ec8334589b68f9060afb9aa84,10,Overall good experience,Good customer service/experience,pos,1
t90022f662def45668c2d0e29dc165c47,10,excellent service she’s very quick on responding my emails within minutes.,Good responsiveness ,pos,1
t13b346e345f04078877828474428ad39,10,Good company to work for,Good jobs available,pos,1
tc3da219aecc447b6916a74a1eae8a325,10,They very professional,Professional staff,pos,1
t95bc829f51b34b3c904dc02b6bc98356,9,I like the staff at my Adecco and whenever I call they are friendly and helpful.  My main problem is simply feeling like a paycheck to them and not an employee of theirs.  You are already on the 'outside' when you work as a temporary employee so it's important to feel like you have some connection with the company you are actually working for.  I only speak to them when I call them for something.,Helpful/caring staff,pos,1
te9b7827fadf14952a22696da29cda036,10,Because it's a great staffing service,Good customer service/experience,pos,1
t84b602103f2548188678346354ca58d4,10,Great communication via e-mail and in person.,Good communication,pos,1
t62e469565e3c4c78af2ec593e474b2ef,10,"So far, so good. I'm only 3 months in, but all is well.",Good customer service/experience,pos,1
td94e8b3085ea4d1697d022bb1abb9a5a,10,They were nice  to work for,Good jobs available,pos,1
t504c9736e29e4aa78a654548bf3e3d24,10,Great staff to work with,Professional staff,pos,1
t184d64f65e514702a850e65cad04839b,10,"Nothing to do with the adecco people . I live the way I was treated by adecco after sharing my concerns. My problem is with lisa (management) not an honest or at all professional person, and doesn't display proper leadership skill as our supervisor.",Poor job fit/experience,neg,0
